SIRET,NIC_ministere,SIREN,Code_CJ3,Raison_sociale,Nom,Prenom,Enseigne,Nom_commercial,Sigle,Code_Etat,Date_de_l_etat,Code_NAF2_10,Code_NAF2_38,Code_activite,Date_debut_activite,Ancien_code_APE,Code_Qualite_siege,NIC_du_siege,Code_UT_du_siege,Siege_et_region,Siege_et_departement,Code_tutelle,Tranche_eff__INSEE,Annee_tranche_eff_,Dernier_eff__physique,Date_der_eff_physique,Source_dernier_eff_phy,Eff_Physique_extrait,Date_Eff_phy_extrait,Source_Eff_phy_extrait,Dernier_effectif_ETP,Date_der_eff_ETP,Source_dernier_eff_ETP,Code_Employeur,Date_employeur,Date_de_creation,Code_Modalite_activ_,Code_Car__saisonnier,Code_Car__auxiliaire,Code_Marchand,Code_Accepte_refuse,Code_Region,Code_Departement,Code_UT,Code_Section,Date_Debut_section,Code_rivoli_de_la_voie,Numero_dans_la_voie,Code_Indice_repetition,Code_Type_de_voie,Libelle_voie,Complement_adresse,Code_postal,Code_commune,Libelle_commune,Annee_IDCC,Codes_IDCC
42346550900010,0,423465509,9220,ASSOCIATION YACHT CLUB DE MEZE,,,,,,3,19/06/2014,10,R,9312Z,05/01/2008,926C,7,00028,34,RR,DD,1,02,31/12/2012,0,19/06/2014,217,,,,,,,N,,01/05/1999,S,P,N,NMPRI,1,76,34,34,34U01,05/09/2014,34157A046,,,,CENTRE DE VOILE LE TAURU,,34140,34157,MEZE,2013,2
42348930100022,0,423489301,9220,ASS GOUT DU SUD,,,GOUT DU SUD,,,1,26/09/2006,10,S,9499Z,05/01/2008,913E,1,00022,34,RR,DD,1,01,31/12/2012,1,31/12/2012,230,,,,,,,O,,26/09/2006,S,,N,NMPRI,1,76,34,34,34U01,05/09/2014,34289-00001998435,,,,ZONE ARTISANALE LA CROUZ,,34630,34289,SAINT THIBERY,2014,9
42350130300014,0,423501303,5498,EURL OPTIQUE CAYRET,,,,,,1,17/06/1999,4,G,4778A,05/01/2008,524T,2,00014,31,RR,DD,1,01,31/12/2010,1,23/04/2013,215,,,,,,,O,,17/06/1999,S,P,N,MARCH,1,76,31,31,31U05,07/11/2014,315555956,57,,AV,DES MINIMES,,31200,31555,TOULOUSE,2013,1
42356092900022,0,423560929,5499,EURO CONSULT FINANCES,,,,,,1,01/09/1999,6,K,6622Z,05/01/2008,672Z,2,00022,34,RR,DD,1,01,31/12/2012,1,31/12/2012,230,,,,,,,O,01/01/2004,01/09/1999,S,P,N,MARCH,1,76,34,34,34U03,05/09/2014,341725012,111,,ALL,DES RUTHENES,BATIMENT H,34080,34172,MONTPELLIER,2014,2
42366290700017,0,423662907,5710,AMERI,,,,,,1,28/06/1999,4,G,4752B,05/01/2008,524P,2,00017,65,RR,DD,1,11,31/12/2012,19,31/12/2012,230,,,,,,,O,,28/06/1999,S,P,N,MARCH,1,76,65,65,65U01,11/11/2014,65127-00001016809,,,,ROQUEDE DEVANT,CAPVERN LES BAINS RN 117,65130,65127,CAPVERN,2014,1
42367268200014,0,423672682,10XX,,ALCON,FLORENT,,,,3,31/03/2015,3,F,4312A,05/01/2008,451A,2,00014,34,RR,DD,1,,,0,31/03/2015,217,,,,,,,N,,20/07/1999,S,P,N,MARCH,1,76,34,34,34U03,05/09/2014,34321-00000543618,210,,CHE,DES CAZALS,,34130,34321,VALERGUES,2014,2
42368086700011,0,423680867,9220,SETE VOLLEY BALL CLUB,,,,,,3,25/05/2009,10,R,9312Z,05/01/2008,926C,7,00029,34,RR,DD,1,,,1,31/12/2009,241,,,,,,,N,,01/09/1999,S,P,N,NMPRI,1,76,34,34,34U01,05/09/2014,343010690,2,,QUA,FRANCOIS MAILLOL,,34200,34301,SETE,2009,2
42368478600027,0,423684786,5499,SOC D' EXPLOITATION DES ETS SALVAT,,,SOCIETE D'EXPLOITATION DES ET-S SAL,,,1,01/04/2013,3,F,4399C,01/04/2013,452V,2,00027,66,,,1,,,4,01/04/2013,210,,,,,,,O,,01/04/2013,S,,N,MARCH,1,76,66,66,66U01,09/09/2014,661490570,52,,RTE,DE MARQUIXANES,IMPASSE DE LA CASTELLANE,66500,66149,PRADES,2014,1
42368704500165,0,423687045,5499,100 JEUX,,,,100  JEUX,,1,15/04/2006,4,G,4765Z,05/01/2008,524Z,6,00124,34,RR,DD,1,00,31/12/2012,2,31/12/2012,230,,,,,,,O,,15/04/2006,S,P,N,MARCH,1,76,34,34,34U02,05/09/2014,341722580,44,,AV,GEORGES CLEMENCEAU,,34000,34172,MONTPELLIER,2011,1
42369770500014,0,423697705,5710,MODLINE,,,KIABI,VETI,,3,04/07/2016,4,G,4771Z,05/01/2008,524C,6,00022,46,76,46,1,03,31/12/2012,0,04/07/2016,217,,,,,,,N,04/07/2016,21/07/1999,S,P,N,MARCH,1,76,66,66,66U01,09/09/2014,66024-00001024408,,,,CARRER D'EN CAVAILLES,RTE NATIONALE 9 ZA,66160,66024,LE BOULOU,2014,1
42372594400049,0,423725944,5720,I.F.C. DIS GROUPE,,,I.F.C DIS,I.F.C DIS,,1,01/04/2013,9,P,8559A,,741G,2,00049,31,,,1,,,1,02/02/2014,215,,,,,,,O,02/02/2014,01/04/2013,S,P,N,MARCH,1,76,31,31,31U03,07/11/2014,315551311,15,,RUE,BOUDEVILLE,,31100,31555,TOULOUSE,2014,1
42374093500022,0,423740935,10XX,,BLAKEMORE,ANGELA MARY,PISCINES ART DECO,PISCINES ART DECO,,3,01/11/2017,4,G,4752A,,524N,7,00030,12,RR,DD,1,01,31/12/2012,0,01/11/2017,217,,,,,,,N,01/11/2017,01/06/2008,S,P,N,MARCH,1,76,12,12,12U01,,123002926,,,AV,DE TOULOUSE,LA ROCADE,12200,12300,VILLEFRANCHE DE ROUERGUE,2014,1
42376782100022,0,423767821,9220,ASS JACQUELINE VIDAL,,,,,,3,01/08/2016,10,R,9312Z,05/01/2008,926C,7,00030,34,RR,DD,1,01,31/12/2012,0,01/08/2016,217,,,,,,,N,01/08/2016,01/01/2001,S,P,N,NMPRI,1,76,34,34,34U02,05/09/2014,340791156,22,,RUE,DU SOUC,CHEZ MME CAZORLA,34800,34079,CLERMONT L'HERAULT,2011,2
42385666500017,0,423856665,5498,SARL FRESQUET CHARPENTE,,,,,,3,31/03/2014,3,F,4391A,05/01/2008,452L,7,00025,31,RR,DD,1,03,31/12/2012,0,31/03/2014,217,,,,,,,N,,01/07/1999,S,P,N,MARCH,1,76,31,31,31U03,07/11/2014,31458-00000461011,83,,RTE,DE VILLENEUVE,,31120,31458,ROQUES,2014,1
42385753100010,0,423857531,5499,ANDRE GAUBERT AMBULANCE VSL TAXI,,,,,,1,01/07/1999,9,QA,8690A,05/01/2008,851J,2,00010,12,RR,DD,1,00,31/12/2012,1,31/12/2012,230,,,,,,,O,01/01/2004,01/07/1999,S,P,N,MARCH,1,76,12,12,12U01,,12197-00000138597,6,,PL,PAULET,,12170,12197,REQUISTA,2013,0
42387114400014,0,423871144,9220,LITTORAL CAMARGUE BASKET,,,,,,1,02/08/1999,10,R,9312Z,05/01/2008,926C,2,00014,30,RR,DD,1,01,31/12/2012,1,31/12/2012,230,,,,,,,O,01/01/2004,02/08/1999,S,P,N,MARCH,1,76,30,30,30U02,05/09/2014,30003-00000419138,,,PL,ST LOUIS,MAIRIE,30220,30003,AIGUES MORTES,2014,2
42388253900038,0,423882539,5499,MENUISERIES CONCEPTS SYSTEMS,,,,,MCS,3,26/04/2010,3,F,4332A,05/01/2008,454C,2,00038,09,RR,DD,1,00,31/12/2010,0,26/03/2013,217,,,,,,,N,,15/11/2003,S,P,N,MARCH,1,76,09,09,09U01,11/11/2014,092250070,72,B,BD,ALSACE LORRAINE,PAMIERS EST,09100,09225,PAMIERS,2010,2
42388382600020,0,423883826,5498,SEABEACH,,,,,,1,01/03/2014,4,I,5610C,01/03/2014,553B,2,00020,34,,,1,,,6,01/03/2014,210,,,,,,,O,01/03/2014,01/03/2014,S,P,N,MARCH,1,76,34,34,34U01,05/09/2014,34150-00000528328,,,AV,DES CAMPINGS,RESIDENCE LAURA BEACH MA,34340,34150,MARSEILLAN,2014,1
42388555700011,0,423885557,10XX,,PAUQUET,OLIVIER,,,,3,04/12/2015,4,H,4932Z,05/01/2008,602E,7,00037,11,RR,DD,2,11,31/12/2012,0,04/12/2015,217,,,,,,,N,04/12/2015,02/08/1999,S,P,N,MARCH,1,76,11,11,11U01,06/09/2014,11267-00002130219,7,,CHE,DE TACOU,,11200,11267,ORNAISONS,2014,9
42389317100011,0,423893171,10XX,,CASSAIR,PATRICK,,,,1,01/08/1999,3,F,4321A,05/01/2008,453A,2,00011,46,RR,DD,1,00,31/12/2010,0,31/12/2010,230,,,,,,,N,,01/08/1999,S,P,N,MARCH,1,76,46,46,46U01,11/11/2014,46332-00000742606,,,LD,LES CHAINES,,46100,46332,VIAZAC,2010,1
42407147000027,0,424071470,5202,PHARMACIE DE L'EUROPE,,,,,,3,29/10/2010,4,G,4773Z,05/01/2008,523A,2,00027,12,RR,DD,1,02,31/12/2009,0,30/09/2011,217,,,,,,,N,,28/06/2005,S,P,N,MARCH,1,76,12,12,12U01,,120961160,8,,PL,SAINT GEORGES,,12500,12096,ESPALION,2010,1
42409710300073,0,424097103,6220,ATLAS SERVICE ET DEVELOPPEMENT,,,,,,1,01/01/2002,8,MC,7490B,05/01/2008,748K,3,00016,79,75,79,1,21,31/12/2012,46,30/11/2014,261,,,,,,,O,01/01/2004,01/01/2002,S,P,N,MARCH,1,76,34,34,34U03,05/09/2014,341722771,1025,,RUE,HENRI BECQUEREL,BT 18,34000,34172,MONTPELLIER,2014,1
42422843500030,0,424228435,9220,RAM DAM COMPANY,,,,,,1,,10,R,9001Z,,923A,2,00030,32,RR,DD,1,00,31/12/2012,0,31/12/2012,230,,,,,,,N,,15/11/2010,S,,N,NMPRI,1,76,32,32,32U01,08/11/2014,321070950,5,B,RUE,RIVIERE,,32100,32107,CONDOM,2014,9
42425957000044,0,424259570,10XX,,SOULIER,BENOIT OLIVIER,CHEZ PAPI MOISE,,,1,08/10/2005,7,L,6820B,,522E,6,00036,30,RR,DD,1,00,31/12/2009,0,31/12/2009,230,,,,,,,N,,08/10/2005,S,P,N,MARCH,1,76,30,30,30U02,05/09/2014,30003-00000419059,10,,RUE,ALSACE LORRAINE,,30220,30003,AIGUES MORTES,2009,1
42437598800013,0,424375988,5499,LE JARDIN AUX SOURCES,,,,,,1,04/08/1999,4,I,5610A,05/01/2008,553A,2,00013,34,RR,DD,1,02,31/12/2012,4,31/12/2012,230,,,,,,,O,01/01/2004,04/08/1999,S,P,N,MARCH,1,76,34,34,34U03,05/09/2014,34042-00000519443,20,,AV,DU PARC,,34190,34042,BRISSAC,2014,1
42439910300011,0,424399103,5499,SNC ETS CACHO ET FILS,,,,,,1,01/10/1999,4,G,4520A,05/01/2008,502Z,2,00011,46,RR,DD,1,,,1,25/03/2012,215,,,,,,,O,,01/10/1999,S,P,N,MARCH,1,76,46,46,46U01,11/11/2014,46042B326,,,,AUX SERRES,,46000,46042,,2014,1
42459649200159,0,424596492,8110,UGECAM OCCITANIE,,,,,UGECAM OCCITANIE,1,02/04/2012,9,O,8430A,02/04/2012,753A,2,00159,34,,,1,12,31/12/2012,24,31/12/2012,230,,,,,,,O,,02/04/2012,S,,N,NMPUB,1,76,34,34,34U03,05/09/2014,34057PR01,515,,AV,GEORGES FRECHE,,34170,34057,CASTELNAU LE LEZ,2014,0
42463817900020,0,424638179,5498,I.D.C.S. 81,,,,,,1,01/01/2002,3,F,4322B,05/01/2008,453F,2,00020,81,RR,DD,1,03,31/12/2012,8,31/12/2012,230,,,,,,,O,01/01/2004,01/01/2002,S,P,N,MARCH,1,76,81,81,81U01,,810600580,55,B,AV,JEAN JAURES,,81400,81060,CARMAUX,2014,9
42466654300014,0,424666543,9220,DIVE A L'ADY,,,,LA DIVE COMPAGNIE,,1,19/10/1999,9,P,8552Z,05/01/2008,804D,2,00014,12,RR,DD,1,00,31/12/2012,0,31/12/2012,230,,,,,,,N,,19/10/1999,S,P,N,MARCH,1,76,12,12,12U01,,12288-00000143724,,,,CLAUSEVIGNES,,12330,12288,VALADY,2014,9
42467153500013,0,424671535,5499,BJ 4 X 4,,,,,,1,04/10/1999,4,G,4511Z,05/01/2008,501Z,2,00013,34,RR,DD,1,02,31/12/2012,3,31/12/2012,230,,,,,,,O,01/01/2004,04/10/1999,S,P,N,MARCH,1,76,34,34,34U03,05/09/2014,341450920,1110,,AV,DU VIDOURLE,20 B CHE MAS DES ORANGER,34400,34145,LUNEL,2014,1
42468980000011,0,424689800,5499,SARL DANIEL BREIL,,,,,,1,01/10/1999,3,F,4399C,05/01/2008,452V,2,00011,46,RR,DD,1,03,31/12/2012,8,31/12/2012,230,,,,,,,O,01/01/2004,01/10/1999,S,P,N,MARCH,1,76,46,46,46U01,11/11/2014,46039-00000733263,,,LD,LES VIGNES DU CHATEAU,,46320,46039,BRENGUES,2014,1
42471142200040,0,424711422,5499,AUDIT PLUS CONSEIL,,,,,AUDIT + CONSEIL,3,01/09/2012,8,MA,6920Z,05/01/2008,741C,7,00073,31,RR,DD,1,11,31/12/2010,0,01/09/2012,217,,,,,,,N,01/09/2012,13/02/2004,S,P,N,MARCH,1,76,31,31,31U05,07/11/2014,315557406,12,,IMP,RENE COUZINET,,31500,31555,TOULOUSE,2011,0
42476496700016,0,424764967,5499,GSM,,,,VIDEO FUTUR,,3,21/07/2010,8,N,7729Z,05/01/2008,714B,2,00016,30,RR,DD,1,,,0,21/07/2010,217,,,,,,,N,,03/10/1999,S,P,N,MARCH,1,76,30,30,30U01,05/09/2014,300281147,39,,BD,THEODORE LACOMBE,,30200,30028,BAGNOLS SUR CEZE,2009,1
42476973500012,0,424769735,5710,DPO,,,,,,3,25/10/2010,7,L,6820B,,515F,6,00301,60,32,60,1,,,15,31/12/2010,241,,,,,,,N,,21/10/1999,S,P,N,MARCH,1,76,31,31,31U03,07/11/2014,315558465,4,,BD,DE THIBAUD,ZI DE THIBAUD,31100,31555,TOULOUSE,2010,0
42480543000032,0,424805430,10XX,,NOGUET,DIDIER,,,,3,24/03/2009,4,G,4619B,05/01/2008,511T,3,00040,34,RR,DD,1,01,31/12/2010,1,31/12/2010,230,,,,,,,N,,30/08/2003,S,P,N,MARCH,1,76,34,34,34U01,05/09/2014,343010910,6,,RUE,HOCHE,,34200,34301,SETE,2011,1
42480660200050,0,424806602,5710,ELDIS,,,EXCEDENT ELECTROMENAGER,,,1,01/07/2011,7,L,6820B,,514F,6,00035,31,,,1,02,31/12/2012,3,31/12/2012,230,,,,,,,O,,01/07/2011,S,P,N,MARCH,1,76,11,11,11U01,06/09/2014,110690691,4,,RUE,BRILLAT SAVARIN,ZA L'ARNOUZETTE,11000,11069,CARCASSONNE,2014,1
42484785300027,0,424847853,5499,LE FOURNIL DU PELERIN,,,,,,1,18/10/1999,2,CA,1071C,05/01/2008,158C,3,00019,12,RR,DD,1,00,31/12/2012,0,31/12/2012,230,,,,,,,N,,18/10/1999,S,P,N,MARCH,1,76,12,12,12U01,,12076-00001622403,,,,_VOIE NON PRECISEE,,12320,12076,CONQUES,2014,0
42486283700012,0,424862837,5499,SARL BRAM CONTROLE,,,,,,3,15/12/2017,8,MA,7120A,05/01/2008,743A,2,00012,11,RR,DD,1,01,31/12/2012,0,15/12/2017,217,,,,,,,N,,22/10/1999,S,P,N,MARCH,1,76,11,11,11U01,06/09/2014,11049-00000113865,,,,LE TEOULET,,11150,11049,BRAM,2014,1
42486661400011,0,424866614,10XX,,TESSAROTTO,JEROME,,A BEAUTE CANINE,,1,01/10/1999,10,S,9609Z,05/01/2008,930N,2,00011,31,RR,DD,1,01,31/12/2012,1,31/12/2012,230,,,,,,,O,01/01/2004,01/10/1999,S,P,N,MARCH,1,76,31,31,31U03,07/11/2014,313950620,35,,AV,DE L' EUROPE,,31600,31395,MURET,2014,1
42487032700014,0,424870327,5499,SOCIETE D'EXPLOITATION GARAGE VALENZUELA,,,,GARAGE VALENZUELA,,1,01/08/1999,4,G,4520A,05/01/2008,502Z,2,00014,65,RR,DD,1,03,31/12/2012,7,31/12/2012,230,,,,,,,O,01/01/2004,01/08/1999,S,P,N,MARCH,1,76,65,65,65U01,11/11/2014,65251-00001018481,,,RUE,DE L'ALLEE,,65310,65251,LALOUBERE,2012,1
42495216600017,0,424952166,9220,ASS CLUB OMNISPORT SOLEIL LEVANT,,,,,COSL,3,27/01/2016,10,R,9312Z,05/01/2008,926C,7,00025,30,RR,DD,1,02,31/12/2012,0,27/01/2016,217,,,,,,,N,,15/11/1999,S,P,N,NMPRI,1,76,30,30,30U02,05/09/2014,301895245,5,,RUE,MATISSE,,30900,30189,NIMES,2014,9
42496223100025,0,424962231,5499,CONSTRUCTION ET DEVELOPPEMENT,,,,,,3,11/05/2010,3,F,4120B,05/01/2008,452B,2,00025,31,RR,DD,1,00,31/12/2010,2,31/12/2010,230,,,,,,,N,,25/07/2005,S,P,N,MARCH,1,76,31,31,31U04,07/11/2014,315551572,20,,IMP,CAMILLE LANGLADE,,31100,31555,TOULOUSE,2009,2
42496733900021,0,424967339,10XX,,ZALEJSKI,FRANCOIS,,LABOR PROTHESE DENTAIRE JF ZALEJSKI,,1,15/10/2010,2,CM,3250A,,331B,2,00021,30,RR,DD,1,02,31/12/2012,4,31/12/2012,230,,,,,,,O,,15/10/2010,S,,N,MARCH,1,76,30,30,30U01,05/09/2014,303510050,1,,RUE,A DE SAINT EXUPERY,,30400,30351,VILLENEUVE LES AVIGNON,2014,0
42499822700013,0,424998227,5499,LE MONDE DES ARTISANS,,,,,,3,12/06/2012,4,G,4759B,05/01/2008,524Z,7,00039,31,RR,DD,1,01,31/12/2009,0,12/06/2012,217,,,,,,,N,12/06/2012,10/11/1999,S,P,N,MARCH,1,76,31,31,31U04,07/11/2014,315553104,310,,AV,DES ETATS UNIS,,31200,31555,TOULOUSE,2010,9
42500807500029,0,425008075,10XX,,TOMAIUOLO,DAVID,,,,3,08/08/2014,3,F,4339Z,,452V,7,00037,11,RR,DD,1,,,0,08/08/2014,217,,,,,,,N,,11/07/2007,S,P,N,MARCH,1,76,11,11,11U01,06/09/2014,110761217,34,,AV,FRANCOIS MITTERRAND,,11400,11076,CASTELNAUDARY,2009,1
42501568200015,0,425015682,5498,PEDRO BAT,,,,,,3,31/03/2011,3,F,4399C,05/01/2008,452V,7,00023,81,RR,DD,1,03,31/12/2010,0,31/03/2011,217,,,,,,,N,,01/10/1999,S,P,N,MARCH,1,76,81,81,81U01,,811051610,49,,AV,VICTOR HUGO,,81300,81105,GRAULHET,2010,9
42505055602765,0,425050556,5710,CARGLASS S.A.S.,,,CARGLASS,,,1,01/10/2010,4,G,4520A,,502Z,6,02377,92,11,92,1,11,31/12/2012,12,31/12/2012,230,,,,,,,O,,01/10/2010,S,P,N,MARCH,1,76,66,66,66U01,09/09/2014,661361727,,,CHE,DE LA FOSSELLA,,66100,66136,PERPIGNAN,2014,1
42522112400026,0,425221124,9220,ASCET 12,,,,,,3,09/06/2009,10,R,9312Z,05/01/2008,926C,7,00034,12,RR,DD,1,,,0,09/06/2009,217,,,,,,,N,,01/01/2003,S,P,N,NMPRI,1,76,12,12,12U01,,122021203,,,RUE,DE MADRID,ZAC DE BOURRAN,12000,12202,RODEZ,2010,9
42708031200015,0,427080312,5599,SEGA ELECTR GENE AVEYRONNAISE,,,,,SEGA,3,01/12/2014,3,F,4321A,05/01/2008,453A,7,00056,12,RR,DD,1,11,31/12/2012,0,01/12/2014,217,,,,,,,N,01/12/2014,01/01/1970,S,P,N,MARCH,1,76,12,12,12U01,,122021896,,,RUE,THOMAS EDISON,ZA BEL AIR,12000,12202,RODEZ,2014,1
42738010000102,0,427380100,5699,L EPI DU ROUERGUE,,,,,,1,20/11/2009,2,CA,1071A,,158D,6,00011,12,RR,12,1,02,31/12/2012,4,31/12/2012,230,,,,,,,O,,20/11/2009,S,P,N,MARCH,1,76,81,81,81U01,,81144-00001255723,,,LD,LA BARRIERE,,81380,81144,LESCURE D'ALBIGEOIS,2014,1
42812407700010,0,428124077,9220,AEROSPATIALE AEROTHEQUE TOULOUSE,,,,,,1,,10,R,9103Z,,925C,2,00010,31,RR,DD,1,00,31/12/2012,0,31/12/2012,230,,,,,,,N,,05/07/1988,S,P,N,NMPRI,1,76,31,31,31U05,07/11/2014,315556064,,,RUE,MONTMORENCY,,,31555,TOULOUSE,2012,1
42814169100017,0,428141691,9220,TENNIS DE ROUFFIAC,,,,,,1,11/12/1992,10,R,9312Z,05/01/2008,926C,2,00017,31,RR,DD,1,00,31/12/2012,0,31/12/2012,230,,,,,,,N,,11/12/1992,S,P,N,NMPRI,1,76,31,31,31U05,07/11/2014,31462-00000461247,,,CHE,DES GAROSSES,MAISON DU CHENE,31180,31462,ROUFFIAC TOLOSAN,2014,9
42819372600430,0,428193726,5599,D'MEDICA,,,,,,3,09/12/2016,4,G,4774Z,,523C,6,00562,31,RR,31,1,11,31/12/2012,0,09/12/2016,217,,,,,,,N,09/12/2016,01/01/2008,S,P,N,MARCH,1,76,12,12,12U01,,122021486,,,RUE,PIERRE CARRERE,ZA LA GINESTE OUEST,12000,12202,RODEZ,2014,1
42821059500024,0,428210595,10XX,,ABRAHAM,PATRICIA,LA TABLE DU CAMPEUR,,,3,15/09/2009,4,I,5610A,,553A,2,00024,30,RR,DD,1,,,0,01/04/2010,217,,,,,,,N,,15/06/2009,S,P,N,MARCH,1,76,30,30,30U01,05/09/2014,30010-00002201465,,,,CAMPING LES FAUVETTES,,30140,30010,ANDUZE,2009,1
42826802302958,0,428268023,5710,DISTRIBUTION CASINO FRANCE,,,GEANT CASINO,,DCF,1,01/07/2000,4,G,4711F,05/01/2008,521F,3,37699,42,84,42,1,22,31/12/2012,180,30/09/2015,261,,,,173,31/12/2004,271,O,01/01/2004,01/07/2000,S,P,N,MARCH,1,76,34,34,34U02,05/09/2014,341723543,,,AV,DU MAS ARGELLIERS,RTE DE PALAVAS,34000,34172,,2014,2
42826802312304,0,428268023,5710,DISTRIBUTION CASINO FRANCE,,,,,DCF,1,01/07/2000,4,G,4711B,05/01/2008,521B,3,37699,42,84,42,1,01,31/12/2010,2,31/12/2010,230,,,,,,,O,,01/07/2000,S,P,N,MARCH,1,76,09,09,09U01,11/11/2014,09105-00000098944,,,RUE,DU BARRY,,09350,09105,DAUMAZAN SUR ARIZE,2014,9
42826802323806,0,428268023,5710,DISTRIBUTION CASINO FRANCE,,,PETIT CASINO,,DCF,1,01/07/2000,4,G,4711C,05/01/2008,521C,3,37699,42,84,42,1,00,31/12/2012,2,31/12/2012,230,,,,,,,O,,01/07/2000,S,P,N,MARCH,1,76,34,34,34U02,05/09/2014,34239-00000536223,7,,RUE,DE LODEVE,RTE DE MONTPELLIER,34725,34239,SAINT ANDRE DE SANGONIS,2014,9
42826802328326,0,428268023,5710,DISTRIBUTION CASINO FRANCE,,,VIVAL,,DCF,1,12/10/2000,4,G,4711B,05/01/2008,521B,6,37699,42,84,42,1,01,31/12/2012,2,31/12/2012,230,,,,,,,O,,12/10/2000,S,P,N,MARCH,1,76,30,30,30U02,05/09/2014,301896000,2,,RUE,PASTEUR,,30000,30189,NIMES,2014,9
42826802335867,0,428268023,5710,DISTRIBUTION CASINO FRANCE,,,LEADER PRICE EXPRESS,,DCF,1,21/04/2006,7,L,6820B,,521C,6,37699,42,84,42,1,01,31/12/2012,2,31/12/2012,230,,,,,,,O,,21/04/2006,S,P,N,MARCH,1,76,34,34,34U01,05/09/2014,340323790,102,,AV,GEORGES CLEMENCEAU,,34500,34032,BEZIERS,2014,9
42856316700017,0,428563167,10XX,,RUDELLE,SYLVAIN,,LE MOUSSAILLON,,3,11/02/2011,4,G,4723Z,05/01/2008,522E,2,00017,11,RR,DD,1,00,31/12/2010,0,11/02/2011,217,,,,,,,N,,11/12/1999,S,P,N,MARCH,1,76,11,11,11U01,07/11/2014,112624310,3,,PL,DES PYRENEES,,11100,11262,NARBONNE,2010,1
42862239300026,0,428622393,5498,SARL ELEC OLLIER,,,,ELEC OLLIER,,1,01/01/2003,3,F,4321A,05/01/2008,453A,2,00026,30,RR,DD,1,02,31/12/2012,4,31/12/2012,230,,,,,,,O,01/01/2004,01/01/2003,S,P,N,MARCH,1,76,30,30,30U01,05/09/2014,30029-00000421190,,,,ZA PLAN LONG,,30430,30029,BARJAC,2014,2
42863014900022,0,428630149,5498,ALIDEA,,,,,,3,30/11/2009,8,MA,7022Z,05/01/2008,741G,7,00030,31,RR,DD,1,,,0,30/11/2009,217,,,,,,,N,,24/07/2001,S,P,N,MARCH,1,76,31,31,31U03,07/11/2014,315551688,12,,RUE,CARAMAN,,31000,31555,TOULOUSE,2009,1
42881964300027,0,428819643,10XX,,ROBIN,GERALD,,,,3,30/06/2010,6,K,6622Z,05/01/2008,672Z,2,00035,66,RR,DD,1,00,31/12/2010,1,31/12/2010,230,,,,,,,N,,15/02/2000,S,P,N,MARCH,1,76,66,66,66U01,09/09/2014,661364125,1,,RUE,DU POUNTET DE BAGES,AZUR ASSURANCES,66100,66136,PERPIGNAN,2010,2
42884941800010,0,428849418,10XX,,VINUESA,RENAUD GERARD,,,,1,15/11/1999,1,A,0143Z,05/01/2008,012C,2,00010,30,RR,DD,3,01,31/12/2010,1,31/12/2014,215,,,,,,,O,,15/11/1999,S,P,N,MARCH,1,76,30,30,30U02,,30059-00000423437,34,,RUE,EMILE ZOLA,,30740,30059,LE CAILAR,2014,9
42887950600023,0,428879506,5499,MASSINVEST,,,,,,1,27/03/2009,6,K,6630Z,,671C,2,00023,30,RR,DD,1,02,31/12/2012,5,31/12/2012,230,,,,,,,O,,27/03/2009,S,,N,MARCH,1,76,30,30,30U02,05/09/2014,30186-00000431729,28,,IMP,MARQUIS DE BARONCELLI,,30114,30186,NAGES ET SOLORGUES,2014,0
42896799600011,0,428967996,10XX,,AMARA,BOUALI,,CLINIQUE CLEMENTVILLE,,3,24/03/2017,9,QA,8622B,05/01/2008,851C,7,00029,34,RR,DD,1,01,31/12/2012,0,24/03/2017,217,,,,,,,N,,10/01/2000,S,P,N,MARCH,1,76,34,34,34U03,05/09/2014,341721415,28,,RUE,DE CLEMENTVILLE,,34000,34172,MONTPELLIER,2014,2
42897028900016,0,428970289,6589,CENTRE DE RHUMATHOLOGIE DOCTEUR REMY-DOCTEUR VINCENT,,,,,,1,01/01/2000,8,N,8219Z,05/01/2008,748K,2,00016,31,RR,DD,1,01,31/12/2012,2,31/12/2012,230,,,,,,,O,01/01/2004,01/01/2000,S,P,N,MARCH,1,76,31,31,31U03,07/11/2014,315557496,19,B,RUE,RIQUET,,31000,31555,TOULOUSE,2014,1
42910111600029,0,429101116,5499,ENGINEERING AND MORE,,,ENGINEERING AND MORE,,E & M,3,09/05/2011,2,CL,3091Z,12/05/2009,341Z,2,00029,34,RR,DD,1,03,31/12/2010,0,09/05/2011,217,,,,,,,N,,01/12/2002,S,P,N,MARCH,1,76,34,34,34U02,05/09/2014,34010-00002270096,4,,PL,DU PUECH,,34150,34010,ANIANE,2010,1
42910963000021,0,429109630,5710,CASTELARCHES,,,,MC DONALD'S,,1,01/02/2000,4,I,5610C,05/01/2008,553B,2,00021,82,RR,DD,1,21,31/12/2012,62,31/12/2012,230,,,,,,,O,,01/02/2000,S,P,N,MARCH,1,76,82,82,82U01,11/11/2014,82033B058,,,,BARRAOUET SUD,RN 113,82100,82033,CASTELSARRASIN,2014,1
